id,char,pinyins,script_type,hsk_level
7974,津,jīn,neutral,7-9
7978,洩,xiè|yì,neutral,
7979,洪,hóng,neutral,6
7987,洲,zhōu,neutral,7-9
7996,活,huó|guō,neutral,2
7998,洽,qià|hé,neutral,7-9
7999,派,pài|mài|bài|pā,neutral,3
8002,流,liú,neutral,2
8006,浅,qiǎn|jiān,neutral,4
8007,浆,jiāng|jiàng,simplified,7-9
8008,浇,jiāo,simplified,7-9
8011,浊,zhuó,simplified,7-9
8012,测,cè,simplified,4
8015,济,jì|jǐ,simplified,3
8016,浏,liú,simplified,7-9
8018,浑,hún,simplified,7-9
8020,浓,nóng,simplified,4
8026,浙,zhè,neutral,7-9
8029,浜,bāng|bīn,neutral,
8036,浣,huàn,neutral,
8039,浦,pǔ,neutral,7-9
8042,浩,hào|gǎo|gé,neutral,7-9
8043,浪,làng|láng,neutral,3
8047,浮,fú,neutral,6
8053,浴,yù,neutral,7-9
8056,海,hǎi,neutral,2
8057,浸,jìn|qīn,neutral,7-9
8058,浹,jiā|xiá,traditional,
8067,涂,tú|chú|yé,neutral,7-9
8070,涅,niè,neutral,
8073,消,xiāo,neutral,3
8074,涉,shè|dié,neutral,6
8077,涌,yǒng|chōng,neutral,7-9
8079,涎,xián|yàn|diàn,neutral,
8086,涕,tì,neutral,7-9
8092,涛,tāo,neutral,7-9
8096,涟,lián,simplified,
8098,涡,wō|guō,simplified,7-9
8101,涤,dí,simplified,7-9
8103,润,rùn,simplified,5
8104,涧,jiàn,simplified,
8105,涨,zhǎng|zhàng,simplified,5
8106,涩,sè,simplified,
8112,涯,yá,neutral,7-9
8115,液,yè|shì,neutral,6
8118,涵,hán|hàn,neutral,7-9
8121,涸,hé,neutral,
8125,涼,liáng|liàng,traditional,
8129,淀,diàn,neutral,7-9
8133,淄,zī,neutral,
8134,淅,xī,neutral,
8135,淆,xiáo,neutral,7-9
8136,淇,qí,neutral,
8140,淋,lín|lìn,neutral,7-9
8146,淑,shū|chù,neutral,
8147,淒,qī|qiàn,neutral,
8153,淘,táo,neutral,7-9
8155,淚,lèi|lì,traditional,
8159,淞,sōng,neutral,
8162,淡,dàn|yàn|tán,neutral,4
8165,淤,yū,neutral,
8169,淨,jìng|chéng,neutral,
8172,淫,yín|yàn|yáo,neutral,
8175,淮,huái,neutral,7-9
8178,深,shēn,neutral,3
8180,淳,chún|zhūn|zhǔn,neutral,
8182,淵,yuān,traditional,
8184,混,hùn|gǔn|hún|kūn,neutral,6
8186,淹,yān|yǎn,neutral,7-9
8187,淺,qiǎn|jiān|jiàn|cán|zàn,traditional,
8188,添,tiān|tiàn,neutral,6
8198,清,qīng|qìng,neutral,2
8203,渊,yuān,neutral,7-9
8206,渍,zì,simplified,
8207,渎,dú,simplified,
8209,渐,jiàn|jiān,simplified,4
8213,渔,yú,simplified,7-9
8219,渚,zhǔ,neutral,
8220,減,jiǎn,traditional,
8222,渝,yú|yū,neutral,7-9
8225,渠,qú|jù,neutral,6
8226,渡,dù,neutral,6
8228,渣,zhā,neutral,7-9
8229,渤,bó,neutral,
8230,渥,wò|òu|wū,neutral,
8234,温,wēn|yùn,neutral,2
8237,測,cè,traditional,
8240,港,gǎng|hòng,neutral,6
8245,渴,kě|jié|kài|hé,neutral,1
8249,游,yóu|liú,neutral,2
8251,渺,miǎo,neutral,7-9
8255,渾,hún|hùn|gǔn,traditional,
8267,湊,còu,traditional,
8270,湍,tuān|zhuān,neutral,
8279,湖,hú,neutral,2
8281,湘,xiāng,neutral,
8296,湧,yǒng,neutral,
8304,湯,tāng|tàng|shāng|yáng,traditional,
8319,湾,wān,neutral,6
8320,湿,shī,simplified,4
8324,溃,kuì|huì,simplified,7-9
8326,溅,jiàn|jiān,simplified,7-9
8336,溏,táng,neutral,
8337,源,yuán,neutral,4
8343,準,zhǔn|zhuó,traditional,
8349,溜,liū|liù|liú,neutral,7-9
8350,溝,gōu|gǎng|kòu,traditional,
8355,溢,yì,neutral,7-9
8358,溥,pǔ|fū|bù|bó|pò,neutral,
8363,溪,xī|qī,neutral,7-9
8364,溫,wēn,traditional,
8368,溯,sù|shuò,neutral,7-9
8375,溶,róng,neutral,7-9
8379,溺,nì|ruò|niào,neutral,
8381,溼,shī,neutral,
8390,滅,miè,traditional,
8396,滋,zī|cí|xuán,neutral,7-9
8402,滑,huá|gǔ,neutral,5
8405,滔,tāo,neutral,7-9
8406,滕,téng,neutral,
8411,滚,gǔn,neutral,5
8415,滞,zhì,simplified,7-9
8418,满,mǎn,simplified,2
8422,滥,làn,simplified,7-9
8425,滨,bīn,neutral,7-9
8426,滩,tān,neutral,7-9
8435,滲,shèn|sēn|qīn|lín,traditional,
8437,滴,dī,neutral,6
8441,滸,hǔ|xǔ,traditional,
8447,滾,gǔn,traditional,
8448,滿,mǎn|mèn,traditional,
8450,漁,yú,traditional,
8451,漂,piāo|piào|piǎo|biāo,neutral,2
8455,漆,qī|qiè,neutral,7-9
8458,漉,lù,neutral,
8464,漏,lòu|lóu,neutral,5
8469,演,yǎn|yàn,neutral,3
8481,漠,mò,neutral,5
8483,漢,hàn|tān,traditional,
8484,漣,lián|lán,traditional,
8491,漪,yī,neutral,
8492,漫,màn,neutral,5
8498,漱,shù,neutral,
8499,漲,zhǎng|zhàng|zhāng,traditional,
8505,漸,jiàn|jiān|qián|chán,traditional,
8512,漿,jiāng|jiàng,traditional,
8520,潇,xiāo,simplified,7-9
8530,潑,pō|bō,traditional,
8533,潔,jié,traditional,
8540,潛,qián,traditional,
8541,潜,qián,simplified,6
8547,潢,huáng|huàng|guāng,neutral,
8549,潤,rùn,traditional,
8551,潦,lǎo|liáo|lào|láo|liǎo,neutral,7-9
8558,潭,tán|xún|yǐn|dàn,neutral,7-9
8559,潮,cháo,neutral,4
8561,潰,kuì|xiè,traditional,
8571,潺,chán,neutral,
8577,澀,sè,traditional,
8581,澄,chéng|dèng,neutral,7-9
8583,澆,jiāo|ào|nào,traditional,
8585,澈,chè,neutral,
8610,澡,zǎo|cāo,neutral,2
8613,澤,zé|shì|yì|duó,traditional,
8616,澧,lǐ,neutral,
8628,澳,ào|yù,neutral,7-9
8641,激,jī|jiào|jiāo,neutral,4
8644,濃,nóng,traditional,
8659,濒,bīn,simplified,
8662,濕,shī|tà|xí,traditional,
8672,濟,jì|jǐ|qí,traditional,
8674,濡,rú|ruǎn|ér|nuán|nuò,neutral,
8684,濫,làn|jiàn|lǎn|lán,traditional,
8690,濱,bīn,traditional,
8699,濺,jiàn|jiān|zàn,traditional,
8703,濾,lǜ,traditional,
8714,瀉,xiè,traditional,
8720,瀏,liú|liū,traditional,
8722,瀑,pù|bào|bó,neutral,7-9
8726,瀕,bīn,traditional,
8731,瀚,hàn,neutral,
8753,瀰,mí|mǐ|nǐ,traditional,
8781,灌,guàn|huàn,neutral,7-9
8786,灑,sǎ|xiǎn|xǐ|lí|shī,traditional,
8793,灘,tān|hàn|nàn,traditional,
8804,灣,wān,traditional,
8812,火,huǒ|huō,neutral,1
8814,灭,miè,simplified,6
8816,灯,dēng|dīng,neutral,2
8817,灰,huī,neutral,5
8822,灵,líng,simplified,6
8823,灶,zào,neutral,7-9
8825,灸,jiǔ,neutral,7-9
8829,灼,zhuó,neutral,7-9
8830,災,zāi,traditional,
8831,灾,zāi,neutral,5
8842,炉,lú,neutral,6
8843,炊,chuī,neutral,7-9
8847,炎,yán|yàn|tán,neutral,6
8851,炒,chǎo,neutral,6
8854,炕,kàng|hāng,neutral,
8855,炖,dùn|tún,neutral,7-9
8858,炙,zhì,neutral,
8876,炫,xuàn,neutral,7-9
8878,炭,tàn,neutral,7-9
8879,炮,pào|bāo|páo,neutral,6
8889,炸,zhà|zhá,neutral,6
8890,点,diǎn,neutral,1
8891,為,wèi|wéi,traditional,
8893,炼,liàn,simplified,4
8898,烁,shuò,simplified,7-9
8899,烂,làn,simplified,5
8905,烈,liè,neutral,3
8907,烊,yáng|yàng,neutral,
8912,烏,wū|yā|wù,traditional,
8921,烘,hōng,neutral,7-9
8924,烛,zhú|chóng,neutral,7-9
8928,烟,yān|yīn,neutral,3
8933,烤,kǎo,neutral,5
8935,烦,fán,simplified,3
8936,烧,shāo,simplified,4
8938,烩,huì,neutral,
8940,烫,tàng,simplified,7-9
8941,烬,jìn,neutral,
8942,热,rè,neutral,1
8944,烯,xī,neutral,
8954,烹,pēng,neutral,7-9
8970,焉,yān|yí,neutral,
8977,焐,wù,neutral,
8982,焕,huàn,simplified,7-9
8983,焖,mèn,simplified,
8984,焗,jú,neutral,
8987,焚,fén|fèn,neutral,7-9
8994,無,wú|mó,traditional,
8999,焦,jiāo|qiáo,neutral,6
9009,焰,yàn,neutral,7-9
9015,然,rán,neutral,2
9034,煉,liàn|làn,traditional,
9037,煌,huáng,neutral,7-9
9039,煎,jiān|jiàn|jiǎn,neutral,7-9
9050,煙,yān,traditional,
9055,煞,shā|shà,neutral,
9057,煠,zhá|yè,neutral,
9061,煤,méi,neutral,5
9064,照,zhào,neutral,2
9066,煩,fán,traditional,
9071,煮,zhǔ,neutral,6
9075,煲,bāo,neutral,7-9
9081,煸,biān,neutral,
9086,煽,shān,neutral,7-9
9093,熄,xī,neutral,7-9
9099,熊,xióng,neutral,5
9104,熏,xūn|xùn,neutral,7-9
9107,熒,yíng|xíng|jiǒng,traditional,
9114,熙,xī|yí,neutral,7-9
9120,熟,shú|shóu,neutral,2
9129,熨,yùn|yù|wèi,neutral,
9133,熬,áo|āo,neutral,7-9
9138,熱,rè,traditional,
9156,燃,rán,neutral,4
9161,燈,dēng,traditional,
9171,燒,shāo|shào,traditional,
9173,燔,fán|fén,neutral,
9174,燕,yàn|yān,neutral,7-9
9178,燙,tàng|dàng,traditional,
9184,營,yíng|cuō,traditional,
9190,燥,zào|sào,neutral,7-9
9191,燦,càn,traditional,
9198,燭,zhú|kuò,traditional,
9212,燻,xūn,neutral,
9213,燼,jìn,traditional,
9223,爆,bào|bó,neutral,6
9230,爍,shuò|luò|yuè,traditional,
9233,爐,lú,traditional,
9244,爛,làn,traditional,
9259,爪,zhǎo|zhuǎ,neutral,7-9
9261,爬,pá,neutral,2
9262,爭,zhēng|zhèng,traditional,
9266,爱,ài,simplified,1
9267,爲,wèi|wéi,traditional,
9270,爵,jué,neutral,7-9
9271,父,fù|fǔ,neutral,3
9272,爷,yé,simplified,1
9273,爸,bà,neutral,1
9274,爹,diē,neutral,7-9
9275,爺,yé,traditional,
9278,爽,shuǎng|shuāng,neutral,6
9279,爾,ěr|mǐ|nǐ,traditional,
9287,牆,qiáng,traditional,
9288,片,piàn|piān|pàn,neutral,2
9289,版,bǎn,neutral,5
9293,牌,pái,neutral,3
9306,牙,yá|yà,neutral,4
9308,牛,niú,neutral,1
9313,牠,tā|tuó,neutral,
9314,牡,mǔ,neutral,7-9
9315,牢,láo|lào|lóu,neutral,6
9320,牧,mù,neutral,7-9
9322,物,wù,neutral,2
9331,牲,shēng,neutral,6
9334,牵,qiān,simplified,6
9338,特,tè,neutral,2
9339,牺,xī,simplified,6
9342,牽,qiān|qiàn,traditional,
9345,犀,xī,neutral,
9377,犠,xī,neutral,
9379,犢,dú,traditional,
9384,犧,xī|suō,traditional,
9389,犬,quǎn,neutral,7-9
9392,犯,fàn,neutral,6
9399,状,zhuàng,simplified,3
9402,犹,yóu|yòu,neutral,5
9409,狀,zhuàng,traditional,
9411,狂,kuáng|jué,neutral,5
9413,狄,dí|tì,neutral,
9425,狐,hú,neutral,
9432,狗,gǒu,neutral,2
9434,狙,jū,neutral,
9439,狞,níng,simplified,
9441,狠,hěn|yán|kěn|hǎng,neutral,6
9442,狡,jiǎo|xiào,neutral,7-9
9450,狩,shòu,neutral,
9453,独,dú,neutral,4
9454,狭,xiá,simplified,7-9
9455,狮,shī,simplified,7-9
9458,狱,yù,simplified,7-9
9465,狸,lí,neutral,
9466,狹,xiá,traditional,
9469,狼,láng|lǎng|làng|hǎng,neutral,7-9
9487,猎,liè|xī|què,simplified,7-9
9496,猗,yī|yǐ|jì|ē|wēi,neutral,
9498,猙,zhēng,traditional,
9500,猛,měng,neutral,6
9501,猜,cāi,neutral,5
9502,猝,cù,neutral,
9514,猩,xīng,neutral,7-9
9515,猪,zhū,neutral,3
9516,猫,māo|miáo|máo,neutral,2
9517,猬,wèi,neutral,
9519,献,xiàn,neutral,5
9525,猴,hóu,neutral,5
9527,猶,yóu|yáo,traditional,
9535,猾,huá,neutral,7-9
9541,獄,yù,traditional,
9542,獅,shī,traditional,
9551,獎,jiǎng,traditional,
9569,獠,liáo|lǎo,neutral,
9577,獨,dú,traditional,
9585,獰,níng,traditional,
9587,獲,huò,traditional,
9590,獵,liè,traditional,
9593,獸,shòu,traditional,
9596,獻,xiàn|suō|xī,traditional,
9597,獼,mí,traditional,
9599,獾,huān|quán,neutral,
9605,玄,xuán|xuàn,neutral,7-9
9608,率,lǜ|shuài|lüè,neutral,4
9610,玉,yù,neutral,4
9612,王,wáng|wàng|yù,neutral,2
9623,玖,jiǔ,neutral,
9628,玛,mǎ,simplified,
9642,玩,wán,neutral,1
9644,玫,méi,neutral,7-9
9648,环,huán,neutral,3
9649,现,xiàn,simplified,1
9651,玲,líng,neutral,
9660,玻,bō,neutral,5
9665,珀,pò,neutral,
9673,珈,jiā,neutral,
9675,珊,shān,neutral,
9678,珍,zhēn,neutral,5
9697,珠,zhū,neutral,5
9710,班,bān,neutral,1
9727,現,xiàn,traditional,
9732,球,qiú,neutral,1
9734,琅,láng|làng,neutral,
9735,理,lǐ,neutral,2
9738,琉,liú,neutral,
9745,琐,suǒ,simplified,
9763,琢,zuó|zhuó,neutral,7-9
9775,琮,cóng,neutral,
9780,琳,lín,neutral,
9781,琴,qín,neutral,5
9782,琵,pí,neutral,
9783,琶,pá,neutral,
9789,琼,qióng,neutral,
9814,瑕,xiá,neutral,
9819,瑚,hú,neutral,
9821,瑜,yú,neutral,
9823,瑞,ruì,neutral,7-9
9824,瑟,sè,neutral,
9828,瑣,suǒ,traditional,
9835,瑪,mǎ,traditional,
9841,瑰,guī,neutral,7-9
9847,瑶,yáo,simplified,
9860,璃,lí,neutral,5
9868,璋,zhāng,neutral,
9905,環,huán|huàn,traditional,
9931,瓊,qióng|xuán,traditional,
9949,瓜,guā,neutral,4
9955,瓢,piáo,neutral,
9956,瓣,bàn,neutral,7-9
9957,瓤,ráng,neutral,
9959,瓦,wǎ|wà,neutral,7-9
9967,瓮,wèng,neutral,
9975,瓶,píng,neutral,2
9976,瓷,cí,neutral,7-9
9989,甄,zhēn|zhèn|juàn,neutral,
10009,甘,gān|hān,neutral,7-9
10011,甚,shèn|shén,neutral,4
10013,甜,tián,neutral,3
10016,生,shēng,neutral,1
10019,產,chǎn,traditional,
10020,産,chǎn,traditional,
10022,甥,shēng,neutral,
10025,用,yòng,neutral,1
10026,甩,shuǎi,neutral,7-9
10030,甭,béng|qì,neutral,
10033,田,tián,neutral,6
10034,由,yóu|yāo,neutral,2
10035,甲,jiǎ,neutral,5
10036,申,shēn,neutral,4
10038,电,diàn,neutral,1
10040,男,nán,neutral,1
10041,甸,diān|diàn|tián|shèng|yìng,neutral,7-9
10043,町,tīng|tǐng|dīng|zhèng|tiǎn,neutral,
10044,画,huà,neutral,2
10054,畅,chàng,simplified,6
10061,界,jiè,neutral,3
10064,畏,wèi|wēi|wěi,neutral,7-9
10069,畔,pàn,neutral,7-9
10074,留,liú|liù|liǔ,neutral,2
10077,畜,chù|xù,neutral,7-9
10078,畝,mǔ|mǒu,traditional,
10083,畢,bì,traditional,
10086,略,lüè,neutral,6
10087,畦,qí,neutral,
10091,番,fān|pān|fán|bō|pó|pán|pàn|pí,neutral,6
10092,畫,huà,traditional,
10097,異,yì,traditional,
10099,畲,shē,neutral,
10103,當,dāng|dàng|dang,traditional,
10105,畸,jī|qí,neutral,7-9
10112,畿,jī,neutral,
10119,疆,jiāng|jiàng,neutral,7-9
10120,疇,chóu,traditional,
10123,疊,dié,traditional,
10128,疏,shū,neutral,7-9
10130,疑,yí|níng,neutral,4
10136,疗,liáo,simplified,4
10138,疙,gē|yì,neutral,
10139,疚,jiù,neutral,
10144,疟,nüè|yào,simplified,
10149,疤,bā,neutral,
10156,疫,yì,neutral,7-9
10160,疯,fēng,simplified,5
10163,疲,pí,neutral,7-9
10166,疵,cī|zī|zhài|jì,neutral,
10170,疹,zhěn|chèn,neutral,
10173,疼,téng,neutral,2
10175,疾,jí,neutral,6
10182,病,bìng,neutral,1
10184,症,zhèng|zhēng,neutral,6
10187,痊,quán,neutral,
10195,痒,yǎng|yáng,neutral,7-9
10198,痕,hén|gèn,neutral,7-9
10201,痘,dòu,neutral,
10204,痛,tòng,neutral,3
10209,痠,suān,neutral,
10211,痢,lì,neutral,
10217,痨,láo,simplified,
10219,痪,huàn|tuǎn,simplified,7-9
10225,痰,tán,neutral,7-9
10229,痴,chī,neutral,7-9
10240,痿,wěi,neutral,
10241,瘀,yū,neutral,
10252,瘋,fēng,traditional,
10260,瘓,huàn,traditional,
10272,瘟,wēn|wò|yūn,neutral,7-9
10277,瘤,liú,neutral,7-9
10279,瘦,shòu,neutral,5
10280,瘧,nüè|yào,traditional,
10282,瘩,dā|da|dá,neutral,
10283,瘪,biě|biē,simplified,
10284,瘫,tān,simplified,7-9
10303,瘾,yǐn,simplified,7-9
10307,療,liáo|liào|shuò,traditional,
10317,癌,ái|yán,neutral,7-9
10323,癒,yù,neutral,
10327,癖,pǐ,neutral,
10338,癡,chī,neutral,
10339,癢,yǎng,traditional,
10342,癥,zhēng,traditional,
10351,癮,yǐn,traditional,
10354,癱,tān,traditional,
10364,登,dēng|dé,neutral,4
10365,發,fā|bō,traditional,
10366,白,bái|bó,neutral,1
10367,百,bǎi|bó|mò,neutral,1
10371,皂,zào,neutral,7-9
10373,的,de|dī|dí|dì,neutral,1
10375,皆,jiē,neutral,7-9
10376,皇,huáng|wǎng,neutral,6
10377,皈,guī,neutral,
10394,皙,xī,neutral,
10415,皮,pí,neutral,3
10418,皱,zhòu,neutral,7-9
10427,皺,zhòu|zhōu,traditional,
10436,盃,bēi,neutral,
10439,盆,pén,neutral,5
10441,盈,yíng,neutral,7-9
10443,益,yì,neutral,4
10447,盎,àng,neutral,
10448,盏,zhǎn,simplified,7-9
10449,盐,yán,simplified,4
10450,监,jiān|jiàn,simplified,6
10451,盒,hé|ān,neutral,5
10453,盔,kuī,neutral,
10455,盖,gài|gě,neutral,4
10456,盗,dào,simplified,6
10457,盘,pán,simplified,4
10460,盛,shèng|chéng,neutral,6
10461,盜,dào,traditional,
10463,盞,zhǎn,traditional,
10464,盟,méng|mèng|míng,neutral,6
10466,盡,jǐn|jìn,traditional,
10468,監,jiān|jiàn|kàn,traditional,
10469,盤,pán|xuán,traditional,
10472,盧,lú|lǘ|léi,traditional,
10479,目,mù,neutral,2
10480,盯,dīng|chéng,neutral,7-9
10483,盲,máng,neutral,6
10485,直,zhí,neutral,2
10489,相,xiāng|xiàng,neutral,2
10490,盹,dǔn|zhūn,neutral,7-9
10493,盼,pàn|fén,neutral,6
10495,盾,dùn|shǔn|yǔn,neutral,5
10498,省,shěng|xǐng|xiǎn,neutral,2
10506,眉,méi,neutral,7-9
10508,看,kàn|kān,neutral,1
10528,真,zhēn,neutral,1
10529,眠,mián|miǎn|mǐn,neutral,5
10537,眨,zhǎ,neutral,7-9
10544,眯,mī|mí|mǐ|mì,neutral,
10551,眶,kuàng,neutral,
10552,眷,juàn,neutral,
10553,眸,móu,neutral,
10557,眼,yǎn|wěn,neutral,2
10559,眾,zhòng,traditional,
10561,着,zhe|zhāo|zháo|zhuó,neutral,1
10562,睁,zhēng,simplified,7-9
10576,睏,kùn,traditional,
10588,睛,jīng|jǐng,neutral,2
10589,睜,zhēng,traditional,
10591,睞,lài,traditional,
10594,睡,shuì,neutral,1
10596,督,dū,neutral,6
10599,睦,mù,neutral,7-9
10604,睫,jié|shè,neutral,
10605,睬,cǎi,neutral,7-9
10618,睹,dǔ,neutral,7-9
10622,睽,kuí|kuì|jì,neutral,
10624,睿,ruì,neutral,
10629,瞄,miáo,neutral,7-9
10630,瞅,chǒu,neutral,7-9
10637,瞌,kē,neutral,
10639,瞎,xiā,neutral,7-9
10642,瞑,míng|méng|mián,neutral,
10643,瞒,mán,simplified,7-9
10655,瞞,mán|mén|mèn,traditional,
10656,瞟,piǎo|piào|piāo,neutral,
10662,瞥,piē|bì,neutral,
10664,瞧,qiáo,neutral,5
10666,瞩,zhǔ,simplified,7-9
10667,瞪,dèng,neutral,7-9
10669,瞬,shùn,neutral,7-9
10670,瞭,liǎo|liào,neutral,
10673,瞰,kàn,neutral,
10676,瞳,tóng,neutral,
10684,瞻,zhān,neutral,7-9
10712,矗,chù,neutral,
10716,矛,máo,neutral,5
10717,矜,jīn|qín|guān,neutral,
10723,矢,shǐ,neutral,7-9
10724,矣,yǐ|xián,neutral,7-9
10726,知,zhī|zhì,neutral,1
10730,矩,jǔ,neutral,7-9
10732,矫,jiǎo|jiáo,neutral,7-9
10734,短,duǎn,neutral,2
10735,矮,ǎi,neutral,4
10736,矯,jiǎo|jiāo|jiáo,traditional,
10740,石,shí|dàn,neutral,3
10743,矶,jī,simplified,
10752,矿,kuàng,simplified,4
10754,码,mǎ,simplified,4
10755,砂,shā,neutral,7-9
10765,砌,qì|qiè,neutral,7-9
10766,砍,kǎn,neutral,7-9
10771,砒,pī,neutral,
10773,研,yán|yàn|xíng,neutral,4
10775,砖,zhuān,simplified,7-9
10801,砰,pēng|pīng|pèng,neutral,
10805,破,pò,neutral,3
10809,砸,zá,neutral,7-9
10817,础,chǔ,simplified,3
10838,硕,shuò,simplified,5
10860,硫,liú|chù,neutral,
10861,硬,yìng|gěng,neutral,5
10863,确,què,neutral,2
10864,硯,yàn,traditional,
10893,碌,lù|liù|luò,neutral,7-9
10894,碍,ài,neutral,5
10895,碎,suì,neutral,5
10898,碑,bēi,neutral,7-9
10904,碗,wǎn,neutral,2
10912,碟,dié|shé,neutral,7-9
10920,碧,bì,neutral,7-9
10922,碩,shuò,traditional,
10929,碰,pèng,neutral,2
10930,碱,jiǎn|xián,neutral,
10932,碳,tàn,neutral,7-9
10939,確,què,traditional,
10941,碼,mǎ,traditional,
10943,碾,niǎn,neutral,
10946,磁,cí,neutral,7-9
10950,磅,bàng|páng|pāng,neutral,7-9
10956,磋,cuō,neutral,7-9
10961,磐,pán,neutral,
10966,磕,kē|kě,neutral,7-9
10971,磚,zhuān|tuán|tuó,traditional,
10985,磨,mó|mò,neutral,6
10992,磯,jī,traditional,
11003,磺,huáng|kuàng|gǒng,neutral,
11010,礁,jiāo,neutral,7-9
11023,礎,chǔ,traditional,
11034,礙,ài|yí,traditional,
11042,礡,bó,neutral,
11047,礦,kuàng|gǒng,traditional,
11067,示,shì|qí|zhì|shí,neutral,2
11069,礼,lǐ,neutral,2
11071,社,shè,neutral,3
11073,祀,sì,neutral,7-9
11075,祂,tā,neutral,
11079,祆,xiān,neutral,
11081,祈,qí|guǐ,neutral,7-9
11092,祓,fú|fèi,neutral,
11094,祕,mì|bì,neutral,
11095,祖,zǔ|jiē,neutral,6
11102,祝,zhù|zhòu|chù,neutral,3
11103,神,shén|shēn,neutral,3
11104,祟,suì,neutral,
11105,祠,cí|sì,neutral,
11110,祥,xiáng,neutral,6
11113,票,piào|piāo,neutral,1
11118,祭,jì|zhài,neutral,7-9
11120,祯,zhēn,simplified,
11128,祷,dǎo,neutral,7-9
11129,祸,huò,simplified,7-9
11131,祺,qí,neutral,
11136,祿,lù,traditional,
11137,禀,bǐng,neutral,
11138,禁,jìn|jīn,neutral,4
11141,禄,lù,simplified,
11147,禊,xì,neutral,
11150,禍,huò,traditional,
11152,福,fú|fù,neutral,3
11175,禦,yù,traditional,
11183,禮,lǐ,traditional,
11186,禱,dǎo,traditional,
11194,禹,yǔ,neutral,
11196,离,lí|chī,simplified,2
11198,禽,qín,neutral,7-9
11200,禿,tū,traditional,
11201,秀,xiù,neutral,4
11202,私,sī,neutral,5
11204,秃,tū,neutral,7-9
11210,秉,bǐng,neutral,7-9
11212,秋,qiū,neutral,2
11214,种,zhǒng|chóng|zhòng,neutral,3
11218,科,kē|kè,neutral,2
11219,秒,miǎo,neutral,5
11225,秘,mì|bì|bié,neutral,4
11232,租,zū|jū,neutral,2
11237,秤,chèng|chēng|píng,neutral,7-9
11239,秦,qín,neutral,7-9
11242,秩,zhì,neutral,7-9
11248,积,jī|zhǐ,simplified,3
11249,称,chēng|chèn|chèng,neutral,2
11260,移,yí|chǐ|yì,neutral,4
11262,秽,huì,simplified,7-9
11265,稀,xī,neutral,7-9
11270,稅,shuì,traditional,
11273,稈,gǎn,traditional,
11276,程,chéng,neutral,3
11278,稍,shāo|shào,neutral,5
11279,税,shuì|tuō|tuì|tuàn,simplified,6
11285,稔,rěn,neutral,
11291,稚,zhì,neutral,7-9
11293,稜,léng|lèng|líng,neutral,
11297,稠,chóu|tiáo|diào,neutral,7-9
11300,稣,sū,simplified,
11311,種,zhǒng|chóng|zhòng,traditional,
11314,稱,chēng|chèn|chèng,traditional,
11316,稳,wěn,neutral,4
11324,稻,dào,neutral,7-9
11325,稼,jià,neutral,7-9
11326,稽,jī|qǐ,neutral,7-9
11328,稿,gǎo,neutral,6
11329,穀,gǔ,traditional,
11335,穆,mù,neutral,7-9
11341,穌,sū,traditional,
11342,積,jī,traditional,
11343,穎,yǐng,traditional,
11352,穗,suì,neutral,
11370,穩,wěn,traditional,
11372,穫,huò|hù,traditional,
11381,穴,xué|jué,neutral,7-9
11383,究,jiū|jiù,neutral,4
11384,穷,qióng,neutral,4
11386,穹,qióng|qiōng|kōng,neutral,
11387,空,kōng|kòng|kǒng,neutral,2
11392,穿,chuān|chuàn|yuān,neutral,1
11394,突,tū,neutral,3
11396,窃,qiè,neutral,7-9
11397,窄,zhǎi,neutral,7-9
11401,窈,yǎo|yào,neutral,
11406,窍,qiào,simplified,7-9
11414,窕,tiǎo|tiāo,neutral,
11416,窗,chuāng|cōng,neutral,4
11417,窘,jiǒng,neutral,7-9
11421,窜,cuàn,simplified,7-9
11422,窝,wō,simplified,7-9
11424,窟,kū,neutral,7-9
11430,窥,kuī,simplified,7-9
11434,窩,wō,traditional,
11439,窮,qióng,traditional,
11456,窿,lóng,neutral,7-9
11462,竅,qiào,traditional,
11464,竇,dòu|dú,traditional,
11467,竊,qiè,traditional,
11468,立,lì|wèi,neutral,3
11479,竖,shù,simplified,7-9
11482,站,zhàn|zhān,neutral,1
11486,竝,bìng,neutral,
11487,竞,jìng,simplified,5
11488,竟,jìng,neutral,4
11489,章,zhāng|zhàng,neutral,3
11494,童,tóng|zhōng,neutral,4
11502,竭,jié,neutral,7-9
11504,端,duān,neutral,6
11511,競,jìng,traditional,
11514,竹,zhú,neutral,5
11515,竺,zhú|dǔ,neutral,
11520,竿,gān|gàn|gǎn,neutral,7-9
11524,笃,dǔ,simplified,
11527,笆,bā,neutral,
11529,笈,jí,neutral,
11532,笋,sǔn,neutral,
11538,笑,xiào,neutral,1
11541,笔,bǐ,neutral,2
11546,笙,shēng,neutral,
11548,笛,dí,neutral,7-9
11553,笠,lì,neutral,
11557,笤,tiáo|shào,neutral,
11559,符,fú,neutral,4
11561,笨,bèn,neutral,4
11565,第,dì,neutral,1
11581,笼,lóng|lǒng,simplified,7-9
11591,筆,bǐ,traditional,
11594,等,děng,neutral,1
11596,筋,jīn|qián,neutral,7-9
11598,筍,sǔn|yún|xùn,traditional,
11602,筑,zhù|zhú,neutral,5
11603,筒,tǒng|dòng|tóng,neutral,7-9
11605,答,dá|dā,neutral,1
11607,策,cè,neutral,6
11614,筝,zhēng,simplified,7-9
11634,筱,xiǎo,neutral,
11638,筵,yán,neutral,
11640,筷,kuài,neutral,2
